Id,dataset_window,days_with_activity,avg_steps,avg_distance,avg_calories,step_variability,avg_sedentary_minutes,active_days_pct,has_sleep_log,has_weight_log,sleep_rows,weight_rows
4057192912,2016-04-12_to_2016-05-12,4,3838.0,2.86250001192093,1973.75,2691.6656553145676,1217.25,0.12903225806451613,false,false,0,0
4388161847,2016-03-12_to_2016-04-11,8,0.0,0.0,1805.25,0.0,1384.25,0.25806451612903225,false,false,0,0
8583815059,2016-03-12_to_2016-04-11,8,3045.5,2.3775000125169763,2391.25,1665.1289096386158,1261.75,0.25806451612903225,false,false,0,0
6775888955,2016-03-12_to_2016-04-11,9,5559.0,3.985555517383748,2724.7777777777774,5231.2178314423118,1017.8888888888889,0.29032258064516131,false,false,0,0
6391747486,2016-03-12_to_2016-04-11,9,1336.8888888888891,1.0744444661670265,1763.1111111111113,3235.1726168955984,1261.8888888888889,0.29032258064516131,false,false,0,0
1644430081,2016-03-12_to_2016-04-11,10,9274.8,6.7490000009536777,2916.4,5658.1184308723841,1034.2,0.32258064516129031,false,false,0,0
6290855005,2016-03-12_to_2016-04-11,10,1618.1,1.223000001907349,2165.6,3479.759201439088,1289.6,0.32258064516129031,false,false,0,0
3372868164,2016-03-12_to_2016-04-11,10,6127.5,4.2159999847412131,1860.3,1440.5214526537102,1085.1,0.32258064516129031,false,false,0,0
6117666160,2016-03-12_to_2016-04-11,10,8248.6,6.2269999742507958,2099.3000000000006,5826.1922041758971,864.1,0.32258064516129031,false,false,0,0
8053475328,2016-03-12_to_2016-04-11,10,16299.8,12.712999963760367,3103.4,4618.7626722123559,1166.0,0.32258064516129031,false,false,0,0
8378563200,2016-03-12_to_2016-04-11,11,8579.7272727272739,6.8045454242012786,3490.181818181818,4279.3943517958032,724.27272727272725,0.35483870967741937,false,false,0,0
2026352035,2016-03-12_to_2016-04-11,11,3608.5454545454545,2.2372727068987763,1424.181818181818,1599.1164662798244,698.81818181818176,0.35483870967741937,false,false,0,0
5577150313,2016-03-12_to_2016-04-11,11,8608.18181818182,6.4481817809018178,3300.2727272727275,3534.5908622691213,665.81818181818176,0.35483870967741937,false,false,0,0
1844505072,2016-03-12_to_2016-04-11,11,3971.545454545455,2.6254545666954741,1726.5454545454545,2757.0852494486408,1090.7272727272727,0.35483870967741937,false,false,0,0
2320127002,2016-03-12_to_2016-04-11,11,3233.0,2.1872727003964512,1599.5454545454545,3582.6747828961534,1306.7272727272727,0.35483870967741937,false,false,0,0
7007744171,2016-03-12_to_2016-04-11,11,12701.0,9.137272748080175,2772.9090909090905,2069.1514202687054,1054.8181818181818,0.35483870967741937,false,false,0,0
8792009665,2016-03-12_to_2016-04-11,11,3374.4545454545455,2.1600000086155808,2196.0,2651.2808739790794,920.45454545454538,0.35483870967741937,false,false,0,0
5553957443,2016-03-12_to_2016-04-11,11,8801.90909090909,5.7509091225537432,1908.8181818181818,4491.031829202404,657.45454545454538,0.35483870967741937,false,false,0,0
7086361926,2016-03-12_to_2016-04-11,11,6619.727272727273,4.44272722879594,2318.090909090909,4467.6144437699431,962.81818181818187,0.35483870967741937,false,false,0,0
2022484408,2016-03-12_to_2016-04-11,11,12671.090909090908,9.14272739670494,2596.7272727272725,3614.6040849461083,1105.090909090909,0.35483870967741937,false,false,0,0
3977333714,2016-03-12_to_2016-04-11,11,9382.5454545454522,6.2827272198416955,1508.6363636363637,4299.7204877442055,756.18181818181824,0.35483870967741937,false,false,0,0
4319703577,2016-03-12_to_2016-04-11,12,7820.583333333333,5.2558333476384487,1994.2500000000002,2840.8109424257823,780.08333333333326,0.38709677419354838,false,false,0,0
1624580081,2016-03-12_to_2016-04-11,18,4092.8888888888887,2.6599999732441377,1388.8333333333333,4502.25347352515,1315.7777777777778,0.58064516129032262,false,false,0,0
2347167796,2016-04-12_to_2016-05-12,18,9519.6666666666661,6.3555555359150011,2043.4444444444446,4682.0936995925995,687.16666666666686,0.58064516129032262,true,false,15,0
8253242879,2016-04-12_to_2016-05-12,19,6482.1578947368416,4.6673684684853809,1787.9999999999998,3141.3251319777969,1287.3684210526314,0.61290322580645162,false,false,0,0
3372868164,2016-04-12_to_2016-05-12,20,6861.65,4.7070000410079968,1933.1000000000001,1842.4513212165557,1077.5499999999997,0.64516129032258063,false,false,0,0
7007744171,2016-04-12_to_2016-05-12,26,11323.423076923078,8.0153845915427553,2543.9999999999995,5306.47759760146,1055.3461538461538,0.83870967741935487,true,false,2,0
6775888955,2016-04-12_to_2016-05-12,26,2519.6923076923076,1.8134615161241248,2131.7692307692305,3027.8025400508636,1299.4230769230771,0.83870967741935487,true,false,3,0
6117666160,2016-04-12_to_2016-05-12,28,7046.7142857142862,5.3421429140227179,2261.1428571428569,4887.6981544155578,796.28571428571445,0.90322580645161288,true,false,18,0
8792009665,2016-04-12_to_2016-05-12,29,1853.7241379310344,1.1865517168209476,1962.3103448275858,2327.36021364107,1060.4827586206895,0.93548387096774188,true,false,15,0
6290855005,2016-04-12_to_2016-05-12,29,5649.5517241379321,4.27241380461331,2599.620689655173,2857.6123098314943,1193.0344827586209,0.93548387096774188,false,false,0,0
1644430081,2016-04-12_to_2016-05-12,30,7282.9666666666653,5.2953333536783873,2811.2999999999997,4325.4788252650242,1161.8666666666663,0.967741935483871,true,false,4,0
3977333714,2016-04-12_to_2016-05-12,30,10984.566666666666,7.5169999440511095,1513.6666666666667,3134.1416102871503,707.5333333333333,0.967741935483871,true,false,28,0
4388161847,2016-04-12_to_2016-05-12,31,10813.935483870968,8.3932258928975756,3093.8709677419351,3373.1305334509257,836.67741935483866,1.0,true,false,23,0
2320127002,2016-04-12_to_2016-05-12,31,4716.8709677419356,3.1877419044894562,1724.1612903225807,2254.614641750492,1220.0967741935485,1.0,true,false,1,0
4702921684,2016-04-12_to_2016-05-12,31,8572.0645161290322,6.9551612830931155,2965.5483870967741,3451.8482772323955,766.41935483870964,1.0,true,false,27,0
1844505072,2016-04-12_to_2016-05-12,31,2580.0645161290327,1.7061290368437774,1573.4838709677422,2712.8368538669856,1206.6129032258063,1.0,true,false,3,0
4020332650,2016-04-12_to_2016-05-12,31,2267.2258064516127,1.6261290389323428,2385.8064516129029,3369.7906236607382,1237.2580645161293,1.0,true,false,8,0
4020332650,2016-03-12_to_2016-04-11,31,5962.67741935484,4.2770967675793559,3160.1935483870971,2629.4494910164085,1107.8064516129032,1.0,false,false,0,0
7086361926,2016-04-12_to_2016-05-12,31,9371.7741935483882,6.3880645078156277,2566.3548387096771,3857.09331586777,850.45161290322585,1.0,true,false,24,0
4057192912,2016-03-12_to_2016-04-11,31,1942.0645161290327,1.4293548405891465,1947.5806451612898,2844.7207119561417,1388.9677419354839,1.0,false,false,0,0
8378563200,2016-04-12_to_2016-05-12,31,8717.7096774193524,6.91354846185253,3436.5806451612902,3929.3385210367433,716.12903225806474,1.0,true,false,31,0
5553957443,2016-04-12_to_2016-05-12,31,8612.5806451612934,5.6396774495801605,1875.677419354839,5074.5050384196329,668.35483870967732,1.0,true,false,31,0
2022484408,2016-04-12_to_2016-05-12,31,11370.645161290322,8.0841934911666353,2509.9677419354839,2806.9947102240512,1112.5806451612902,1.0,false,false,0,0
8053475328,2016-04-12_to_2016-05-12,31,14763.290322580646,11.475161198646786,2945.8064516129029,5440.962054597504,1148.0000000000002,1.0,true,false,3,0
4445114986,2016-04-12_to_2016-05-12,31,4796.5483870967737,3.2458064402303384,2186.1935483870966,1937.0706894468196,829.90322580645159,1.0,true,false,28,0
8583815059,2016-04-12_to_2016-05-12,31,7198.5161290322576,5.6154838223611163,2732.0322580645166,3401.7292746578928,1267.2258064516129,1.0,false,false,0,0
1624580081,2016-04-12_to_2016-05-12,31,5743.9032258064526,3.914838729366179,1483.3548387096773,6177.04861216012,1257.7419354838712,1.0,false,false,0,0
2026352035,2016-04-12_to_2016-05-12,31,5566.8709677419356,3.454838715253338,1540.6451612903224,2977.8348145583395,689.41935483870964,1.0,true,false,28,0
2891001357,2016-03-12_to_2016-04-11,8,773.625,0.60375000536441747,2273.375,1534.9211182616891,1099.875,0.25806451612903225,false,true,0,1
8877689391,2016-03-12_to_2016-04-11,11,18786.81818181818,15.20999986475163,3679.6363636363635,6587.2477077787471,1093.0000000000002,0.35483870967741937,false,true,0,8
2873212765,2016-03-12_to_2016-04-11,11,7239.9090909090892,4.8754546100443052,1849.909090909091,3587.9359652743374,1109.3636363636363,0.35483870967741937,false,true,0,2
4558609924,2016-03-12_to_2016-04-11,11,6196.6363636363631,4.0954545194452452,1930.909090909091,1707.2671889734936,1133.5454545454545,0.35483870967741937,false,true,0,1
1927972279,2016-03-12_to_2016-04-11,11,2376.9090909090905,1.6463636430827049,2373.272727272727,1549.2073105007898,1024.909090909091,0.35483870967741937,false,true,0,1
8253242879,2016-03-12_to_2016-04-11,11,2607.1818181818185,1.8318181471391151,1595.9999999999998,3718.9777041058428,1344.3636363636365,0.35483870967741937,false,true,0,1
6962181067,2016-03-12_to_2016-04-11,13,13158.692307692309,9.0130769289456918,2179.3846153846157,2271.2162815187589,641.69230769230762,0.41935483870967744,false,true,0,13
4445114986,2016-03-12_to_2016-04-11,14,4579.8571428571431,3.1007143003599991,2205.1428571428573,1650.2738167739531,904.85714285714289,0.45161290322580644,false,true,0,1
2347167796,2016-03-12_to_2016-04-11,14,10500.071428571428,6.9764286109379352,2137.2142857142853,2552.673574729225,702.35714285714289,0.45161290322580644,false,true,0,1
4702921684,2016-03-12_to_2016-04-11,14,8510.7857142857156,6.906428541455945,3023.0,2401.750425084922,675.78571428571433,0.45161290322580644,false,true,0,1
1503960366,2016-03-12_to_2016-04-11,18,12274.777777777781,8.0222222540113677,1893.2222222222224,1909.3778338553905,853.05555555555566,0.58064516129032262,false,true,0,1
5577150313,2016-04-12_to_2016-05-12,30,8304.43333333333,6.2133333047231032,3359.6333333333332,3846.9858212885838,754.43333333333351,0.967741935483871,true,true,26,1
1927972279,2016-04-12_to_2016-05-12,31,916.12903225806429,0.63451612308140748,2172.8064516129029,1205.2690637899207,1317.4193548387098,1.0,true,true,5,1
8877689391,2016-04-12_to_2016-05-12,31,16040.032258064517,13.212903138129944,3420.2580645161288,5821.3151348234651,1112.8709677419356,1.0,false,true,0,24
2873212765,2016-04-12_to_2016-05-12,31,7555.7741935483873,5.1016128601566439,1916.9677419354839,1514.4715846278398,1097.1935483870968,1.0,false,true,0,2
6962181067,2016-04-12_to_2016-05-12,31,9794.8064516129034,6.585806477454403,1982.0322580645159,3941.7533866656754,662.32258064516111,1.0,true,true,31,30
4558609924,2016-04-12_to_2016-05-12,31,7685.1290322580644,5.0806451766721645,2033.2580645161286,2356.9612886360756,1093.612903225807,1.0,true,true,5,5
1503960366,2016-04-12_to_2016-05-12,31,12116.741935483869,7.8096773855147825,1816.4193548387095,3052.4842010810576,848.16129032258073,1.0,true,true,25,2
4319703577,2016-04-12_to_2016-05-12,31,7268.8387096774213,4.8922580470361039,2037.677419354839,3467.0557066649917,735.80645161290317,1.0,true,true,26,2